,AW_MFG,AW_MFG_0,CF,CF$,CF$_0,CF$_QAVG,CF_0,CF_QAVG,CF_YPCY,CG,CG$,CG$_0,CG$_QAVG,CG_QAVG,CG_YPCY,CO,CO$,CO$_0,CO$_QAVG,CO_0,CO_A,CO_QAVG,CO_YPCY,CONTRIB_C_CF_Q,CONTRIB_C_CF_Q_0,CONTRIB_C_CO_Q,CONTRIB_C_CO_Q_0,CONTRIB_CF_Q,CONTRIB_CF_Q_0,CONTRIB_CG_Q,CONTRIB_CG_Q_0,CONTRIB_CO_Q,CONTRIB_CO_Q_0,CONTRIB_CP_Q,CONTRIB_EX_Q,CONTRIB_EX_Q_0,CONTRIB_I_IG_Q,CONTRIB_I_IG_Q_0,CONTRIB_I_IP_Q,CONTRIB_I_IP_Q_0,CONTRIB_I_IPC_Q,CONTRIB_I_IPC_Q_0,CONTRIB_IFIX_Q,CONTRIB_IFIX_Q_0,CONTRIB_IG_Q,CONTRIB_IG_Q_0,CONTRIB_IM_Q,CONTRIB_IM_Q_0,CONTRIB_IP_Q,CONTRIB_IP_Q_0,CONTRIB_IPC_Q,CONTRIB_IPC_Q_0,CONTRIB_JJ_Q,CONTRIB_JJ_Q_0,CP,CP$,CP$_0,CP$_QAVG,CP_0,CP_QAVG,CP_YPCY,CPI,CPI_0,CPI_A,CPIZF,CPIZF_0,DEPOSIT,DEPOSIT_0,EROC,EX,EX$,EX$_0,EX$_QAVG,EX_0,EX_QAVG,EX_YPCY,FFR,GDP,GDP$,GDP$_0,GDP$_QAVG,GDP_0,GDP_CHN,GDP_PCY,GDP_PCY_0,GDP_QAVG,GDP_USA,GDP_YPCY,IDTAX,IDTAX_0,IFIX,IFIX$,IFIX$_0,IFIX$_QAVG,IFIX_0,IFIX_QAVG,IFIX_YPCY,IG,IG$,IG$_0,IG$_QAVG,IG_QAVG,IG_YPCY,IM,IM$,IM$_0,IM$_QAVG,IM_0,IM_QAVG,IM_YPCY,IMTW$,IP,IP$,IP$_0,IP$_QAVG,IP_0,IP_A,IP_QAVG,IP_YPCY,IPC,IPC$,IPC$_0,IPC$_QAVG,IPC_QAVG,IPC_YPCY,IPX_JAP,IR,IRC,IRC_0,IRCUS,IRI,IRI_0,JJ,JJ$,JJ$_QAVG,JJ_0,JJ_A,JJ_QAVG,JJ_YPCY,LE,LE_0,LF,LF_0,LOAN,LOAN_0,M1B,M1B_0,M1B_A,M2,M2_0,M2_A,MGF_SALE_IDX,MGF_SALE_IDX_0,MRDA,MRDA_0,NETEXPORT,NETEXPORT_0,PCF,PCF_0,PCF_QAVG,PCG,PCG_0,PCG_QAVG,PCO,PCO_0,PCO_QAVG,PCP,PCP_0,PCP_QAVG,PDT,PDT_0,PEX,PEX_0,PEX_A,PEX_QAVG,PGDP,PGDP_0,PGDP_QAVG,PIFIX,PIFIX_0,PIFIX_A,PIFIX_QAVG,PIG,PIG_0,PIG_QAVG,PIM,PIM_0,PIM_A,PIM_QAVG,PIP,PIP_0,PIP_QAVG,PIPC,PIPC_0,PIPC_QAVG,PJJ,PJJ_0,PJJ_QAVG,POIL,POP,PSTOCK,PSTOCK_0,PSTOCK_A,RMIBON,RMIBON_0,RTAXCUM,RU,RU_0,STOCK_TRADE,STOCK_TRADE_0,TARRIF,TD,TD_0,TMUIA$$,TMUIA$$_0,ULC,ULC_0,WPI,WPI_0,WPI_A,WPX
1987-04-01,12947.6666666666,12947.6666666666,143132.0,62872.0,62872.0,65510.0,143132.0,144927.25,5.460694352473738,233997.0,120899.0,120899.0,124059.0,231981.75,10.853375320759406,383811.0,299446.0,299446.0,318307.25,383811.0,,409567.0,13.797455605066556,1.35918626857166,1.35918626857166,11.04768680326858,11.04768680326858,0.5986590483636912,0.5986590483636912,1.17,1.17,4.96005144211948,4.96005144211948,5.28,15.86,15.86,1.2598437830284226,1.2598437830284226,16.18188558889688,16.18188558889688,5.0332921201392935,5.0332921201392935,4.54,4.54,0.21,0.21,11.02,11.02,3.32,3.32,1.0,1.0,-1.58,-1.58,526943.0,362318.0,362318.0,383817.25,526943.0,554494.25,11.493836860405548,57.08,57.08,,60.02,60.02,,,32.176,,487355.0,487355.0,464777.5,,428614.25,20.478736673747775,6.4462,1043361.0,831502.0,831502.0,836233.75,1043361.0,1401.753,14.239999999999998,14.239999999999998,1040887.75,2116.4,12.750829271040365,,,275608.0,181296.0,181296.0,178474.75,275608.0,269512.0,20.012601875363888,68849.0,36122.0,36122.0,32203.0,60625.75,11.002627411130339,,341645.0,341645.0,334216.75,,422725.5,27.821785995332824,291283.0,152902.0,103498.0,103498.0,109844.0,152902.0,,161529.75,26.393100129499715,51698.0,41676.0,41676.0,36427.75,44860.75,11.040773262541691,142.6233,4.5,5.0,5.0,7.1875,6.8,6.8,12161.0,21279.0,19322.0,12161.0,,12895.5,-307.74900318176327,7924.143677777771,7924.143677777771,8069.66666666666,8069.66666666666,,,12540.63,12540.63,,34298.2133333333,34298.2133333333,,33.123333,33.123333,5915.94333333333,5915.94333333333,18341.0,18341.0,43.93,43.93,0.45201989273928816,51.67,51.67,0.5347791367208843,78.01912920682315,78.01912920682315,0.777179924163812,68.76,68.76,0.6921933816265904,131.6686120830911,131.6686120830911,109.15,109.15,,1.0843724864490623,79.69,79.69,0.8033851392717418,65.78,65.78,,0.6622144839561874,52.47,52.47,0.5311769338936013,79.8,79.8,,0.7906235843354612,67.69,67.69,0.6800233393538961,80.61,80.61,0.8120183010761077,174.9773867280651,174.9773867280651,1.4983521383428329,18.6133,19528.333333333332,1716.52,1716.52,,3.61,3.61,71.10996522282454,1.80333333333333,1.80333333333333,187997897.0,187997897.0,20713124.0,1495190.0,1495190.0,66.6733333333333,66.6733333333333,98335.25592641484,98335.25592641484,92.6301330833333,92.6301330833333,,75.3856
1987-07-01,13218.0,13218.0,147539.0,67866.0,67866.0,65510.0,147539.0,144927.25,5.460694352473738,231170.0,119138.0,119138.0,124059.0,231981.75,10.853375320759406,415195.0,323538.0,323538.0,318307.25,415195.0,,409567.0,13.797455605066556,0.7999220564356683,0.7999220564356683,10.769147684926772,10.769147684926772,0.3659446937453668,0.3659446937453668,2.11,2.11,4.967411912393848,4.967411912393848,4.95,13.31,13.31,3.481813007117506,3.481813007117506,19.0352298248545,19.0352298248545,-2.129562168033115,-2.129562168033115,4.03,4.03,0.71,0.71,10.34,10.34,3.74,3.74,-0.41,-0.41,-0.46,-0.46,562734.0,391404.0,391404.0,383817.25,562734.0,554494.25,11.493836860405548,58.1533333333333,58.1533333333333,,60.0666666666666,60.0666666666666,2065024.66666666,2065024.66666666,30.2793,,484207.0,484207.0,464777.5,,428614.25,20.478736673747775,6.8248,1065644.0,861649.0,861649.0,836233.75,1065644.0,1564.009,13.610000000000003,13.610000000000003,1040887.75,2134.775,12.750829271040365,,,270452.0,178426.0,178426.0,178474.75,270452.0,269512.0,20.012601875363888,59859.0,31598.0,31598.0,32203.0,60625.75,11.002627411130339,,329606.0,329606.0,334216.75,,422725.5,27.821785995332824,269068.0,173696.0,117838.0,117838.0,109844.0,173696.0,,161529.75,26.393100129499715,36023.0,28990.0,28990.0,36427.75,44860.75,11.040773262541691,143.7906,4.5,5.0,5.0,8.375,6.8,6.8,3238.0,18080.0,19322.0,3238.0,,12895.5,-307.74900318176327,8106.769700000001,8106.769700000001,8277.0,8277.0,,,13333.1933333333,13333.1933333333,,35709.17,35709.17,,33.06,33.06,6201.08666666666,6201.08666666666,23354.0,23354.0,46.0,46.0,0.45201989273928816,51.54,51.54,0.5347791367208843,77.92434879996146,77.92434879996146,0.777179924163812,69.55,69.55,0.6921933816265904,131.45112534774483,131.45112534774483,106.38,106.38,,1.0843724864490623,80.86,80.86,0.8033851392717418,65.97,65.97,,0.6622144839561874,52.79,52.79,0.5311769338936013,76.33,76.33,,0.7906235843354612,67.84,67.84,0.6800233393538961,80.48,80.48,0.8120183010761077,558.3693638048178,558.3693638048178,1.4983521383428329,19.05,19584.0,2625.6,2625.6,,4.50666666666666,4.50666666666666,69.3142625655968,2.05666666666666,2.05666666666666,335825693.666666,335825693.666666,18650250.0,1522743.0,1522743.0,68.37,68.37,100554.48338713494,100554.48338713494,93.21221048,93.21221048,,76.0369
1987-10-01,13564.6666666666,13564.6666666666,142474.0,66084.0,66084.0,65510.0,142474.0,144927.25,5.460694352473738,236599.0,121918.0,121918.0,124059.0,231981.75,10.853375320759406,431691.0,334402.0,334402.0,318307.25,431691.0,,409567.0,13.797455605066556,0.9673409040818817,0.9673409040818817,12.689913281160123,12.689913281160123,0.4474089524640624,0.4474089524640624,2.07,2.07,5.62127004203828,5.62127004203828,5.66,5.33,5.33,2.2703719824472786,2.2703719824472786,12.302114050797918,12.302114050797918,1.1131669242656173,1.1131669242656173,3.3,3.3,0.5,0.5,12.51,12.51,2.55,2.55,0.25,0.25,6.4,6.4,574165.0,400486.0,400486.0,383817.25,574165.0,554494.25,11.493836860405548,58.2366666666666,58.2366666666666,,60.67,60.67,2228078.0,2228078.0,29.547,,459118.0,459118.0,464777.5,,428614.25,20.478736673747775,6.9943,1094662.0,866030.0,866030.0,836233.75,1094662.0,1734.901,10.249999999999998,10.249999999999998,1040887.75,2171.425,12.750829271040365,,,301463.0,200749.0,200749.0,178474.75,301463.0,269512.0,20.012601875363888,63520.0,34384.0,34384.0,32203.0,60625.75,11.002627411130339,,378273.0,378273.0,334216.75,,422725.5,27.821785995332824,305906.0,190674.0,130069.0,130069.0,109844.0,190674.0,,161529.75,26.393100129499715,44633.0,36296.0,36296.0,36427.75,44860.75,11.040773262541691,140.828,4.5,5.0,5.0,7.4375,6.8,6.8,66587.0,62032.0,19322.0,66587.0,,12895.5,-307.74900318176327,8105.624411111109,8105.624411111109,8262.33333333333,8262.33333333333,,,14613.9166666666,14613.9166666666,,37595.49,37595.49,,33.263333,33.263333,6627.98333333333,6627.98333333333,-52298.0,-52298.0,46.38,46.38,0.45201989273928816,51.53,51.53,0.5347791367208843,77.46327813181188,77.46327813181188,0.777179924163812,69.75,69.75,0.6921933816265904,135.04968210708705,135.04968210708705,105.75,105.75,,1.0843724864490623,79.11,79.11,0.8033851392717418,66.59,66.59,,0.6622144839561874,54.13,54.13,0.5311769338936013,77.76,77.76,,0.7906235843354612,68.22,68.22,0.6800233393538961,81.32,81.32,0.8120183010761077,93.15932539384565,93.15932539384565,1.4983521383428329,17.8633,19646.0,2984.03333333333,2984.03333333333,,3.92333333333333,3.92333333333333,67.85204278438475,1.89666666666666,1.89666666666666,258734382.333333,258734382.333333,20756347.0,1612974.0,1612974.0,70.4533333333333,70.4533333333333,100442.04810427142,100442.04810427142,91.7296132666666,91.7296132666666,,79.184
1988-01-01,13621.6666666666,13621.6666666666,155559.0,68534.0,68534.0,70998.75,155559.0,155624.75,7.381289578046912,244688.0,149437.0,149437.0,139977.25,250987.25,8.192670328592655,462754.0,359160.0,359160.0,371194.0,462754.0,,477192.0,16.51134002495318,1.0592881953998667,1.0592881953998667,11.183832922797185,11.183832922797185,0.5324375800596679,0.5324375800596679,1.29,1.29,5.569417294343263,5.569417294343263,5.8,5.92,5.92,4.5068379344410845,4.5068379344410845,12.021030474459772,12.021030474459772,-1.4481044046305558,-1.4481044046305558,2.98,2.98,0.89,0.89,19.01,19.01,2.38,2.38,-0.28,-0.28,11.73,11.73,618313.0,427694.0,427694.0,442192.75,618313.0,632816.75,14.125033758240058,57.48,57.48,,60.79,60.79,2320344.33333333,2320344.33333333,28.6103,,434494.0,434494.0,479906.25,,456752.75,6.564994047678074,6.6183,1043481.0,846395.0,846395.0,903915.5,1043481.0,1356.573,8.720000000000002,8.720000000000002,1124406.75,2182.65,8.023823894555381,,,265291.0,179033.0,179033.0,210770.5,265291.0,309333.25,14.77531612692571,63250.0,34674.0,34674.0,41656.75,74985.0,23.685067813594053,,414946.0,414946.0,418727.5,,527425.75,24.767904940676644,355403.0,155827.0,108354.0,108354.0,131582.25,155827.0,,187586.5,16.13123898229274,44460.0,36005.0,36005.0,37531.5,46120.0,2.8070194992281694,138.1373,4.5,5.0,5.0,6.9063,6.8,6.8,67558.0,70683.0,49796.25,67558.0,,49631.75,284.8765073087511,8040.179711111105,8040.179711111105,8183.66666666666,8183.66666666666,,,15775.89,15775.89,,39908.5633333333,39908.5633333333,,31.956666,31.956666,7179.17,7179.17,-107463.0,-107463.0,44.06,44.06,0.45621760034955877,61.07,61.07,0.5577066165711605,77.6135916707365,77.6135916707365,0.7778713809116666,69.17,69.17,0.6987690354277127,129.78329309703915,129.78329309703915,103.58,103.58,,1.0506915393503378,81.11,81.11,0.803904370015566,67.49,67.49,,0.6813703344208875,54.82,54.82,0.5555344402213777,78.75,78.75,,0.793907957660391,69.53,69.53,0.7014483984721716,80.98,80.98,0.8137792714657416,104.62565499274697,104.62565499274697,1.0033144106343217,15.7367,19696.666666666668,3054.53,3054.53,,5.33333333333333,5.33333333333333,55.22455916241562,1.75333333333333,1.75333333333333,311826553.666666,311826553.666666,19626974.0,1615333.0,1615333.0,72.5933333333333,72.5933333333333,104957.01212082562,104957.01212082562,89.4872175533333,89.4872175533333,,67.4367
1988-04-01,14187.3333333333,14187.3333333333,153490.0,68096.0,68096.0,70998.75,153490.0,155624.75,7.381289578046912,251678.0,135540.0,135540.0,139977.25,250987.25,8.192670328592655,444493.0,348504.0,348504.0,371194.0,444493.0,,477192.0,16.51134002495318,1.2812205556967313,1.2812205556967313,12.938791498518802,12.938791498518802,0.5577760046855543,0.5577760046855543,1.13,1.13,5.619705788143395,5.619705788143395,5.84,2.56,2.56,5.252370189892036,5.252370189892036,9.762497416972723,9.762497416972723,1.0093403919303752,1.0093403919303752,3.49,3.49,1.15,1.15,7.11,7.11,2.12,2.12,0.22,0.22,1.28,1.28,597983.0,416600.0,416600.0,442192.75,597983.0,632816.75,14.125033758240058,57.81,57.81,,60.8766666666666,60.8766666666666,2459103.33333333,2459103.33333333,28.647,,488903.0,488903.0,479906.25,,456752.75,6.564994047678074,7.024,1118408.0,887657.0,887657.0,903915.5,1118408.0,1558.75,7.19,7.19,1124406.75,2211.325,8.023823894555381,,,319772.0,216534.0,216534.0,210770.5,319772.0,309333.25,14.77531612692571,86798.0,47821.0,47821.0,41656.75,74985.0,23.685067813594053,,402827.0,402827.0,418727.5,,527425.75,24.767904940676644,352982.0,179096.0,125018.0,125018.0,131582.25,179096.0,,187586.5,16.13123898229274,54029.0,43695.0,43695.0,37531.5,46120.0,2.8070194992281694,137.295,4.5,5.0,5.0,7.9375,6.8,6.8,31015.0,32907.0,49796.25,31015.0,,49631.75,284.8765073087511,7958.386799999993,7958.386799999993,8097.66666666666,8097.66666666666,,,16476.1433333333,16476.1433333333,,41259.9466666666,41259.9466666666,,34.503333,34.503333,7205.08,7205.08,-36214.0,-36214.0,44.37,44.37,0.45621760034955877,53.85,53.85,0.5577066165711605,78.40483427185579,78.40483427185579,0.7778713809116666,69.67,69.67,0.6987690354277127,140.531998268795,140.531998268795,104.57,104.57,,1.0506915393503378,79.37,79.37,0.803904370015566,67.72,67.72,,0.6813703344208875,55.09,55.09,0.5555344402213777,79.96,79.96,,0.793907957660391,69.81,69.81,0.7014483984721716,80.87,80.87,0.8137792714657416,106.10027406093826,106.10027406093826,1.0033144106343217,16.15,19746.333333333332,4386.89,4386.89,,5.08333333333333,5.08333333333333,55.383243338187214,1.72,1.72,602072012.333333,602072012.333333,19549288.0,1667993.0,1667993.0,74.6766666666666,74.6766666666666,100954.46950236373,100954.46950236373,89.8085962233333,89.8085962233333,,68.8602
1988-07-01,14581.0,14581.0,159998.0,73968.0,73968.0,70998.75,159998.0,155624.75,7.381289578046912,252117.0,136199.0,136199.0,139977.25,250987.25,8.192670328592655,490273.0,381745.0,381745.0,371194.0,490273.0,,477192.0,16.51134002495318,1.4456145727545868,1.4456145727545868,14.980436066954905,14.980436066954905,0.6575143562363371,0.6575143562363371,1.31,1.31,6.814515700693305,6.814515700693305,7.07,0.65,0.65,3.634955371375017,3.634955371375017,9.097429627106782,9.097429627106782,1.9524807556013046,1.9524807556013046,3.07,3.07,0.76,0.76,10.43,10.43,1.91,1.91,0.41,0.41,6.23,6.23,650271.0,455713.0,455713.0,442192.75,650271.0,632816.75,14.125033758240058,58.8766666666666,58.8766666666666,,61.5366666666666,61.5366666666666,2640587.33333333,2640587.33333333,28.7317,,489347.0,489347.0,479906.25,,456752.75,6.564994047678074,7.9129,1149845.0,927086.0,927086.0,903915.5,1149845.0,1739.178,7.91,7.91,1124406.75,2224.275,8.023823894555381,,,310172.0,212038.0,212038.0,210770.5,310172.0,309333.25,14.77531612692571,72129.0,40231.0,40231.0,41656.75,74985.0,23.685067813594053,,429076.0,429076.0,418727.5,,527425.75,24.767904940676644,355489.0,197663.0,139059.0,139059.0,131582.25,197663.0,,187586.5,16.13123898229274,40233.0,32748.0,32748.0,37531.5,46120.0,2.8070194992281694,140.5728,4.5,5.25,5.25,8.625,7.00333333333333,7.00333333333333,64873.0,62865.0,49796.25,64873.0,,49631.75,284.8765073087511,8141.260199999997,8141.260199999997,8291.33333333333,8291.33333333333,,,17383.4366666666,17383.4366666666,,43715.5833333333,43715.5833333333,,34.243333,34.243333,7687.54,7687.54,-83144.0,-83144.0,46.23,46.23,0.45621760034955877,54.02,54.02,0.5577066165711605,77.86376161852682,77.86376161852682,0.7778713809116666,70.08,70.08,0.6987690354277127,141.23673384127932,141.23673384127932,106.02,106.02,,1.0506915393503378,80.63,80.63,0.803904370015566,68.36,68.36,,0.6813703344208875,55.78,55.78,0.5555344402213777,78.77,78.77,,0.793907957660391,70.35,70.35,0.7014483984721716,81.4,81.4,0.8137792714657416,96.9047215328411,96.9047215328411,1.0033144106343217,14.3267,19805.0,6937.75666666666,6937.75666666666,,4.52333333333333,4.52333333333333,57.38765756465038,1.81,1.81,891202482.333333,891202482.333333,20400681.0,1739009.0,1739009.0,74.7966666666666,74.7966666666666,103238.01466823785,103238.01466823785,91.5638501733333,91.5638501733333,,67.519
1988-10-01,15161.3333333333,15161.3333333333,153452.0,73397.0,73397.0,70998.75,153452.0,155624.75,7.381289578046912,255466.0,138733.0,138733.0,139977.25,250987.25,8.192670328592655,511248.0,395367.0,395367.0,371194.0,511248.0,,477192.0,16.51134002495318,1.2516969008840277,1.2516969008840277,15.545708770001532,15.545708770001532,0.5607555085088611,0.5607555085088611,1.14,1.14,7.030887623400502,7.030887623400502,7.12,5.61,5.61,3.773379253336813,3.773379253336813,9.224375649389057,9.224375649389057,0.4817668746542222,0.4817668746542222,3.06,3.06,0.86,0.86,4.05,4.05,2.1,2.1,0.11,0.11,-4.55,-4.55,664700.0,468764.0,468764.0,442192.75,664700.0,632816.75,14.125033758240058,59.4766666666666,59.4766666666666,,62.2033333333333,62.2033333333333,2803560.33333333,2803560.33333333,28.3647,,506881.0,506881.0,479906.25,,456752.75,6.564994047678074,8.3029,1185893.0,954524.0,954524.0,903915.5,1185893.0,1929.21,8.34,8.34,1124406.75,2253.925,8.023823894555381,,,342098.0,235477.0,235477.0,210770.5,342098.0,309333.25,14.77531612692571,77763.0,43901.0,43901.0,41656.75,74985.0,23.685067813594053,,428061.0,428061.0,418727.5,,527425.75,24.767904940676644,360369.0,217760.0,153898.0,153898.0,131582.25,217760.0,,187586.5,16.13123898229274,45758.0,37678.0,37678.0,37531.5,46120.0,2.8070194992281694,139.1188,4.5,5.25,5.25,9.3125,7.05,7.05,35081.0,32730.0,49796.25,35081.0,,49631.75,284.8765073087511,8289.753266666667,8289.753266666667,8414.0,8414.0,,,18372.9566666666,18372.9566666666,,45358.2633333333,45358.2633333333,,35.006666,35.006666,8105.01666666666,8105.01666666666,-55871.0,-55871.0,47.83,47.83,0.45621760034955877,54.31,54.31,0.5577066165711605,77.33370106093325,77.33370106093325,0.7778713809116666,70.52,70.52,0.6987690354277127,143.05528305269465,143.05528305269465,105.95,105.95,,1.0506915393503378,80.49,80.49,0.803904370015566,68.83,68.83,,0.6813703344208875,56.45,56.45,0.5555344402213777,80.12,80.12,,0.793907957660391,70.67,70.67,0.7014483984721716,82.34,82.34,0.8137792714657416,93.29836663721103,93.29836663721103,1.0033144106343217,13.58,19874.666666666668,6429.83666666666,6429.83666666666,,3.87,3.87,62.28683654809376,1.47666666666666,1.47666666666666,817573741.0,817573741.0,22446245.0,1775752.0,1775752.0,75.1766666666666,75.1766666666666,105982.33780536854,105982.33780536854,91.6942378833333,91.6942378833333,,70.2812
1989-01-01,15300.0,15300.0,162515.0,75713.0,75713.0,78807.5,162515.0,164189.5,5.503462656164904,268534.0,172978.0,172978.0,167786.75,285354.0,13.692627812767387,537015.0,422310.0,422310.0,442511.25,537015.0,,558769.5,17.095320122717904,0.734418160623535,0.734418160623535,13.375273005704264,13.375273005704264,0.3834896957759609,0.3834896957759609,1.61,1.61,6.886649196455141,6.886649196455141,6.79,2.59,2.59,2.8910128371397494,2.8910128371397494,10.489578196667141,10.489578196667141,2.4738205588050772,2.4738205588050772,3.37,3.37,0.61,0.61,-1.41,-1.41,2.22,2.22,0.55,0.55,-6.68,-6.68,699530.0,498023.0,498023.0,521318.75,699530.0,722959.0,14.244605567093483,59.7366666666666,59.7366666666666,,63.09,63.09,2926581.66666666,2926581.66666666,27.65,,463458.0,463458.0,489989.25,,478508.0,4.763025509972296,9.3298,1138333.0,948504.0,948504.0,1008116.0,1138333.0,1413.549,9.100000000000001,9.100000000000001,1222476.75,2276.825,8.721932699176694,,,307351.0,214353.0,214353.0,247519.75,307351.0,351727.5,13.705041407608132,72674.0,41608.0,41608.0,51652.25,88667.75,18.247316129892653,,405773.0,405773.0,427866.75,,563761.25,6.889216159810174,339585.0,182871.0,131193.0,131193.0,150882.0,182871.0,,208362.0,11.075157327419616,50086.0,41552.0,41552.0,44985.5,54367.75,17.88323937554206,140.794,4.5,5.25,5.25,10.3125,7.05,7.05,13240.0,5465.0,9368.25,13240.0,,25272.0,-49.08098142821883,8254.24262222222,8254.24262222222,8385.33333333333,8385.33333333333,,,20099.53,20099.53,,48386.25,48386.25,,34.173333,34.173333,9531.69666666666,9531.69666666666,-71878.0,-71878.0,46.59,46.59,0.4799789267888629,64.42,64.42,0.5879950868044604,78.64026144521102,78.64026144521102,0.7919388048202345,71.19,71.19,0.721090338456261,137.908836958022,137.908836958022,105.33,105.33,,1.0239938517224372,83.32,83.32,0.8246504483623104,69.74,69.74,,0.703725895757369,57.25,57.25,0.5825370554683073,79.27,79.27,,0.7589502648505906,71.74,71.74,0.7241339591672186,82.96,82.96,0.82742986421178,41.27643504531722,41.27643504531722,0.3706968186134853,17.5867,19930.666666666668,6571.60333333333,6571.60333333333,,3.95333333333333,3.95333333333333,63.95588144352666,1.56333333333333,1.56333333333333,946997017.0,946997017.0,21718458.0,1728653.0,1728653.0,77.06,77.06,110942.8542614507,110942.8542614507,91.9969247866666,91.9969247866666,,70.4614
1989-04-01,15998.0,15998.0,161616.0,77040.0,77040.0,78807.5,161616.0,164189.5,5.503462656164904,275576.0,157124.0,157124.0,167786.75,285354.0,13.692627812767387,529943.0,420896.0,420896.0,442511.25,529943.0,,558769.5,17.095320122717904,0.887061546819261,0.887061546819261,15.917632767452627,15.917632767452627,0.4117626473975034,0.4117626473975034,1.49,1.49,7.3922719713507545,7.3922719713507545,7.25,2.4,2.4,3.5459178506968843,3.5459178506968843,8.576083392644426,8.576083392644426,0.6089369492103286,0.6089369492103286,3.11,3.11,0.88,0.88,5.79,5.79,2.06,2.06,0.16,0.16,0.75,0.75,691559.0,497936.0,497936.0,521318.75,691559.0,722959.0,14.244605567093483,60.7866666666666,60.7866666666666,,63.8433333333333,63.8433333333333,3253353.33333333,3253353.33333333,26.27,,502968.0,502968.0,489989.25,,478508.0,4.763025509972296,9.7087,1221465.0,991943.0,991943.0,1008116.0,1221465.0,1624.217,9.200000000000003,9.200000000000003,1222476.75,2294.2,8.721932699176694,,,360478.0,251652.0,251652.0,247519.75,360478.0,351727.5,13.705041407608132,100555.0,57872.0,57872.0,51652.25,88667.75,18.247316129892653,,441998.0,441998.0,427866.75,,563761.25,6.889216159810174,364661.0,205772.0,147965.0,147965.0,150882.0,205772.0,,208362.0,11.075157327419616,55829.0,45815.0,45815.0,44985.5,54367.75,17.88323937554206,143.3497,5.5,8.5,8.5,9.3125,9.55,9.55,39609.0,24261.0,9368.25,39609.0,,25272.0,-49.08098142821883,8214.52131111111,8214.52131111111,8339.33333333333,8339.33333333333,,,18957.49,18957.49,,50568.38,50568.38,,37.52,37.52,10385.6433333333,10385.6433333333,-80847.0,-80847.0,47.67,47.67,0.4799789267888629,57.02,57.02,0.5879950868044604,79.42288132874667,79.42288132874667,0.7919388048202345,72.0,72.0,0.721090338456261,148.69582215920778,148.69582215920778,102.96,102.96,,1.0239938517224372,81.21,81.21,0.8246504483623104,69.81,69.81,,0.703725895757369,57.55,57.55,0.5825370554683073,77.63,77.63,,0.7589502648505906,71.91,71.91,0.7241339591672186,82.06,82.06,0.82742986421178,61.251230780883134,61.251230780883134,0.3706968186134853,18.8733,19975.0,8692.70999999999,8692.70999999999,,10.0033333333333,10.0033333333333,68.06774785348584,1.49666666666666,1.49666666666666,2249828137.0,2249828137.0,24821653.0,1855748.0,1855748.0,77.2333333333333,77.2333333333333,107588.76589599828,107588.76589599828,93.6317093399999,93.6317093399999,,69.1799
1989-07-01,16493.6666666666,16493.6666666666,171837.0,82753.0,82753.0,78807.5,171837.0,164189.5,5.503462656164904,299578.0,168288.0,168288.0,167786.75,285354.0,13.692627812767387,576691.0,458397.0,458397.0,442511.25,576691.0,,558769.5,17.095320122717904,1.1886620352235617,1.1886620352235617,14.79406290026651,14.79406290026651,0.5846702306420404,0.5846702306420404,2.86,2.86,7.272288618839323,7.272288618839323,7.43,5.12,5.12,4.143331972650712,4.143331972650712,7.0811052232358715,7.0811052232358715,4.7621556468158275,4.7621556468158275,3.64,3.64,0.94,0.94,4.43,4.43,1.63,1.63,1.07,1.07,-5.9,-5.9,748528.0,541150.0,541150.0,521318.75,748528.0,722959.0,14.244605567093483,61.4133333333333,61.4133333333333,,64.0033333333333,64.0033333333333,3323134.33333333,3323134.33333333,25.739,,506588.0,506588.0,489989.25,,478508.0,4.763025509972296,9.1471,1250117.0,1023628.0,1023628.0,1008116.0,1250117.0,1812.224,8.719999999999999,8.719999999999999,1222476.75,2311.2,8.721932699176694,,,359757.0,252660.0,252660.0,247519.75,359757.0,351727.5,13.705041407608132,87941.0,51223.0,51223.0,51652.25,88667.75,18.247316129892653,,434436.0,434436.0,427866.75,,563761.25,6.889216159810174,344340.0,218974.0,158441.0,158441.0,150882.0,218974.0,,208362.0,11.075157327419616,52440.0,42996.0,42996.0,44985.5,54367.75,17.88323937554206,144.613,6.5731,9.5,9.5,9.1875,10.5,10.5,12225.0,-10622.0,9368.25,12225.0,,25272.0,-49.08098142821883,8284.575833333334,8284.575833333334,8435.0,8435.0,,,18686.71,18686.71,,52082.48,52082.48,,36.656666,36.656666,10713.9666666666,10713.9666666666,-89845.0,-89845.0,48.16,48.16,0.4799789267888629,56.18,56.18,0.5879950868044604,79.48745515362646,79.48745515362646,0.7919388048202345,72.3,72.3,0.721090338456261,150.89692280564353,150.89692280564353,100.02,100.02,,1.0239938517224372,81.88,81.88,0.8246504483623104,70.23,70.23,,0.703725895757369,58.25,58.25,0.5825370554683073,72.85,72.85,,0.7589502648505906,72.36,72.36,0.7241339591672186,81.99,81.99,0.82742986421178,-86.88752556237219,-86.88752556237219,0.3706968186134853,17.3867,20031.333333333332,9584.66333333333,9584.66333333333,,7.68,7.68,60.69395365046175,1.78333333333333,1.78333333333333,2626290025.0,2626290025.0,20899356.0,1926569.0,1926569.0,75.14,75.14,109304.19494313066,109304.19494313066,93.2649400199999,93.2649400199999,,69.2826
