,GDP_0,CP_0,CG,IFIX_0,IP_0,IPC,IG,JJ_0,NETEXPORT_0,EX_0,IM_0,CPI_0,WPI_0,M1B_0,M2_0,EROC
1962-01-01,,,,,,,,,,,,,,,,
1962-04-01,,,,,,,,,,,,,,,,
1962-07-01,,,,,,,,,,,,,,,,
1962-10-01,,,,,,,,,,,,,,,,
1963-01-01,,,,,,,,,,,,,,0.06086956521739184,0.17267552182163626,
1963-04-01,,,,,,,,,,,,,,0.0792951541850222,0.17614678899082636,
1963-07-01,,,,,,,,,,,,,,0.18502202643171817,0.25044404973357115,
1963-10-01,,,,,,,,,,,,,,0.27731092436974425,0.2835314091680836,
1964-01-01,,,,,,,,,,,,,,0.3852459016393366,0.3576051779935243,
1964-04-01,,,,,,,,,,,,,,0.4734693877550993,0.4009360374415003,
1964-07-01,,,,,,,,,,,,,,0.4200743494423764,0.35511363636364024,
1964-10-01,,,,,,,,,,,,,,0.3355263157894748,0.2910052910052896,
1965-01-01,,,,,,,,,,,,,,0.28994082840237145,0.22169249106078714,
1965-04-01,,,,,,,,,,,,,,0.1883656509695324,0.15590200445434443,
1965-07-01,,,,,,,,,,,,,,0.13350785340314175,0.12264150943396235,
1965-10-01,,,,,,,,,,,,,,0.1059113300492589,0.13934426229508112,
1966-01-01,,,,,,,,,,,,,,0.0596330275229382,0.13756097560975644,
1966-04-01,,,,,,,,,,,,,,0.11655011655011194,0.17919075144508678,
1966-07-01,,,,,,,,,,,,,,0.1547344110854485,0.20915032679738377,
1966-10-01,,,,,,,,,,,,,,0.15367483296213869,0.21672661870503807,
1967-01-01,,,,0.3421288647628038,0.3349487676543894,0.5759036144578313,0.007115489874110592,,,,,,,0.18614718614718173,0.2281303602058331,
1967-04-01,,,,0.26195890522212295,0.2956791459280097,0.21567150122433598,0.2158834393597373,,,,,,,0.1941544885177462,0.223856209150326,
1967-07-01,,,,0.19656148867313905,0.13063569376795314,0.42557597721977736,0.16615919965202264,,,,,,,0.18600000000000083,0.2108108108108111,
1967-10-01,,,,0.19807589165996253,0.03544175004239447,0.53285140562249,0.2423263327948304,,,,,,,0.2567567567567617,0.22764227642276258,
1968-01-01,,,,0.10167762810818415,0.07032465511876351,0.1843599825251201,0.14130434782608692,,,,,,,0.3065693430656946,0.21997206703910632,
1968-04-01,,,,0.22704894294816103,0.1917381137957912,0.31158971180663153,0.20995780590717295,,,,,,,0.29895104895105007,0.21361815754339197,
1968-07-01,,,,0.15152642077149325,0.08063625317574274,0.36335572907209013,0.082804923535994,,,,,,,0.2529510961214174,0.1798469387755104,
1968-10-01,,,,0.36109789877171883,0.3924555082432579,0.34992664011737573,0.27064369310793235,,,,,,,0.16129032258064524,0.13666465984346865,
1969-01-01,,,,0.05251564295747668,-0.052669832348095746,0.3308742161563998,0.14214285714285713,,,,,,,0.06564245810056013,0.0870062965083005,
1969-04-01,,,,0.159337057142108,-0.02854339904699621,0.5424689899586532,0.1380945738596735,,,,,,,0.08075370121130576,0.1012101210121008,
1969-07-01,,,,0.2530166466046211,0.4704589594194011,-0.06819392647842304,-0.052015156734412704,,,,,,,0.12113055181695853,0.1318918918918932,
1969-10-01,,,,0.08045717104857442,0.057396008938722654,-0.03827342597624406,0.5728540360752206,,,,,,,0.15740740740740478,0.18379237288135641,
1970-01-01,,,,0.23776881312748332,0.29911513477571483,0.04864190687361414,0.393370856785491,,,,,,,0.20314547837483765,0.23170089520800308,
1970-04-01,,,,0.09498066004659678,0.1529694638134167,-0.10323964157157084,0.476774114474813,,,,,,,0.16189290161893188,0.2222777222777217,
1970-07-01,,,,0.21867897560861316,0.025059956205901734,0.7404230989136649,0.4761991279069768,,,,,,,0.13805522208883825,0.21107927411652305,
1970-10-01,,,,0.19497345940906752,0.2480812724778465,0.177349047465289,0.05498169987799928,,,,,,,0.12457142857143122,0.2035794183445181,
1971-01-01,,,,0.18618898255244076,-0.017638489704319027,0.7423021012290207,0.1762417713943747,,,,,,,0.19825708061001968,0.24412141941000542,
1971-04-01,,,,0.17203767972235995,0.15415415415415423,0.24835596549662653,0.08930201676487681,,,,,,,0.22722400857448877,0.269718022067831,
1971-07-01,,,,0.26884180573713756,0.4052963515529635,0.010758869908015667,0.2622769230769231,,,,,,,0.26793248945147474,0.3004731861198704,
1971-10-01,,,,0.3151459185785477,0.32232190600677324,0.5033253342475146,-0.10184257189114176,,,,,,,0.30386178861788427,0.2918215613382873,
1972-01-01,,,,0.314630417716812,0.4395014227886658,0.20327669902912615,0.09030780971762908,,,,,,,0.2681818181818205,0.2608247422680412,
1972-04-01,,,,0.3821559503666103,0.4878577623590634,0.41349114045289737,-0.008609523809523845,,,,,,,0.28209606986899693,0.2549082716446749,
1972-07-01,,,,0.11697855898174114,-0.1969839546386778,0.8755179978873813,0.3171801872074882,,,,,,,0.27537437603993564,0.26349302607641367,
1972-10-01,,,,0.02998680435335288,0.17098759884974846,-0.22603302015871563,0.12111587982832628,,,,,,,0.3296960249415437,0.3050359712230195,
1973-01-01,,,,0.0488717078383305,0.027814127015062473,0.01374180534543612,0.28709752683154455,,,,,,,0.4315412186379912,0.36576723902970576,
1973-04-01,,,,0.14560432553750413,0.300738365879724,-0.07013213300421084,0.0480325853058714,,,,,,,0.508174386920982,0.38702231341369786,
1973-07-01,,,,0.1698297497117276,0.5968871127670443,-0.31258123212893163,0.11858760826115922,,,,,,,0.5942596216568805,0.3954883609311233,
1973-10-01,,,,0.07791490362012232,-0.06461638815877824,0.43394225103123163,0.07610443304494297,,,,,,,0.5404454865181731,0.32723263506064315,
