,GDP_0,CP_0,CG,IFIX_0,IP_0,IPC,IG,JJ_0,NETEXPORT_0,EX_0,IM_0,CPI_0,WPI_0,M1B_0,M2_0,EROC
1968-01-01,,,,31324.0,20638.0,5422.0,4200.0,,,,,,,238.666666666666,582.333333333333,
1968-04-01,,,,38133.0,21406.0,8465.0,7169.0,,,,,,,247.666666666666,606.0,
1968-07-01,,,,34061.0,19566.0,7508.0,5806.0,,,,,,,247.666666666666,616.666666666666,
1968-10-01,,,,48647.0,25507.0,12881.0,7817.0,,,,,,,252.0,629.333333333333,
1969-01-01,,,,32969.0,19551.0,7216.0,4797.0,,,,,,,254.333333333333,633.0,
1969-04-01,,,,44209.0,20795.0,13057.0,8159.0,,,,,,,267.666666666666,667.333333333333,
1969-07-01,,,,42679.0,28771.0,6996.0,5504.0,,,,,,,277.666666666666,698.0,
1969-10-01,,,,52561.0,26971.0,12388.0,12295.0,,,,,,,291.666666666666,745.0,
1970-01-01,,,,40808.0,25399.0,7567.0,6684.0,,,,,,,306.0,779.666666666666,
1970-04-01,,,,48408.0,23976.0,11709.0,12049.0,,,,,,,311.0,815.666666666666,
1970-07-01,,,,52012.0,29492.0,12176.0,8125.0,,,,,,,316.0,845.333333333333,
1970-10-01,,,,62809.0,33662.0,14585.0,12971.0,,,,,,,328.0,896.666666666666,
1971-01-01,,,,48406.0,24951.0,13184.0,7862.0,,,,,,,366.666666666666,970.0,
1971-04-01,,,,56736.0,27672.0,14617.0,13125.0,,,,,,,381.666666666666,1035.66666666666,
1971-07-01,,,,65995.0,41445.0,12307.0,10256.0,,,,,,,400.666666666666,1099.33333333333,
1971-10-01,,,,82603.0,44512.0,21926.0,11650.0,,,,,,,427.666666666666,1158.33333333333,
1972-01-01,,,,63636.0,35917.0,15864.0,8572.0,,,,,,,465.0,1223.0,
1972-04-01,,,,78418.0,41172.0,20661.0,13012.0,,,,,,,489.333333333333,1299.66666666666,
1972-07-01,,,,73715.0,33281.0,23082.0,13509.0,,,,,,,511.0,1389.0,
1972-10-01,,,,85080.0,52123.0,16970.0,13061.0,,,,,,,568.666666666666,1511.66666666666,
1973-01-01,,,,66746.0,36916.0,16082.0,11033.0,,,,,,,665.666666666666,1670.33333333333,
1973-04-01,,,,89836.0,53554.0,19212.0,13637.0,,,,,,,738.0,1802.66666666666,
1973-07-01,,,,86234.0,53146.0,15867.0,15111.0,,,,,,,814.666666666666,1938.33333333333,
1973-10-01,,,,91709.0,48755.0,24334.0,14055.0,,,,,,,876.0,2006.33333333333,
1974-01-01,,,,74498.0,43175.0,15903.0,13032.0,,,,,,,929.666666666666,2061.66666666666,
1974-04-01,,,,93814.0,44159.0,28669.0,16109.0,,,,,,,898.333333333333,2141.0,
1974-07-01,,,,100665.0,54435.0,26405.0,14810.0,,,,,,,935.666666666666,2317.0,
1974-10-01,,,,109839.0,65715.0,23951.0,15559.0,,,,,,,959.333333333333,2451.0,
1975-01-01,,,,86985.0,35479.0,29663.0,17239.0,,,,,,,1043.33333333333,2704.66666666666,
1975-04-01,,,,114388.0,45930.0,39604.0,22702.0,,,,,,,1122.0,2862.33333333333,
1975-07-01,,,,115571.0,57899.0,30409.0,23074.0,,,,,,,1194.66666666666,3048.0,
1975-10-01,,,,134848.0,61274.0,41489.0,25607.0,,,,,,,1264.66666666666,3184.33333333333,
1976-01-01,,,,109305.0,37928.0,40149.0,25854.0,,,,,,,1345.33333333333,3353.66666666666,
1976-04-01,,,,133618.0,46510.0,48170.0,32985.0,,,,,,,1357.33333333333,3467.33333333333,
1976-07-01,,,,106866.0,55235.0,23231.0,27480.0,,,,,,,1391.66666666666,3636.66666666666,
1976-10-01,,,,119498.0,60192.0,27280.0,30689.0,,,,,,,1505.33333333333,3904.66666666666,
1977-01-01,,,,106975.0,44237.0,29123.0,32732.0,,,,,,,1631.0,4221.33333333333,
1977-04-01,,,,130596.0,54331.0,33947.0,42244.0,,,,,,,1731.0,4522.66666666666,
1977-07-01,,,,118687.0,64877.0,22436.0,31335.0,,,,,,,1856.66666666666,4845.0,
1977-10-01,,,,130785.0,68427.0,28292.0,32719.0,,,,,,,2040.66666666666,5189.0,
1978-01-01,,,,129203.0,59715.0,33570.0,33589.0,,,,,,,2224.66666666666,5554.0,
1978-04-01,,,,153125.0,65310.0,45771.0,37144.0,,,,,,,2390.33333333333,5903.66666666666,
1978-07-01,,,,125402.0,71148.0,23933.0,29209.0,,,,,,,2529.0,6339.33333333333,
1978-10-01,,,,146304.0,80904.0,31950.0,30137.0,,,,,,,2773.33333333333,6792.0,
1979-01-01,,,,142090.0,72575.0,33695.0,32931.0,,,,,,,2995.0,7166.0,
1979-04-01,,,,175266.0,81897.0,49212.0,38282.0,,,,,,,2871.33333333333,7023.66666666666,
1979-07-01,,,,142999.0,79363.0,30581.0,30098.0,,,,,,,2913.33333333333,7128.66666666666,
1979-10-01,,,,169959.0,88945.0,41982.0,33728.0,,,,,,,3046.66666666666,7462.33333333333,
1980-01-01,,,,149930.0,78318.0,35456.0,32520.0,,,,,,,3323.66666666666,7965.33333333333,36.0287
1980-04-01,,,,210723.0,93208.0,65248.0,43354.0,,,,,,,3417.0,8272.66666666666,36.047
1980-07-01,,,,177684.0,85834.0,50358.0,34350.0,,,,,,,3580.33333333333,8648.0,35.9677
1980-10-01,,,,189556.0,98499.0,48088.0,36514.0,,,,,,,3797.66666666666,9123.66666666666,35.9397
1981-01-01,597718.0,374434.0,154544.0,174703.0,83816.0,48686.0,35893.0,17099.0,-67531.0,,,53.63,91.9147991666666,4013.66666666666,9651.0,36.0167
1981-04-01,628045.0,338239.0,156539.0,214028.0,101868.0,57912.0,47823.0,-90.0,-42079.0,,,54.3333333333333,93.14618476,3951.66666666666,9819.66666666666,36.3823
1981-07-01,630398.0,366656.0,149624.0,176986.0,89066.0,45220.0,37373.0,-3026.0,-25677.0,,,55.4,93.4275518566666,3980.33333333333,10123.3333333333,37.1443
1981-10-01,656434.0,351685.0,149519.0,198312.0,101635.0,50421.0,39877.0,9944.0,-24448.0,,,55.4366666666666,93.1017253999999,4216.0,10711.3333333333,37.8283
1982-01-01,624718.0,390287.0,167873.0,169390.0,79334.0,44591.0,41369.0,-13302.0,-29063.0,,,55.55,93.6167265399999,4515.72666666666,11533.61,37.907
1982-04-01,660700.0,358073.0,168630.0,224485.0,98538.0,62155.0,58707.0,-7272.0,-30325.0,,,55.9933333333333,94.0713365633333,4375.34,11888.1666666666,38.7283
1982-07-01,660153.0,386326.0,158490.0,176043.0,87539.0,46875.0,35603.0,4421.0,-24979.0,,,57.1033333333333,93.0133530666666,4654.71,12755.0133333333,39.6927
1982-10-01,687884.0,377043.0,157463.0,203894.0,106862.0,52486.0,36939.0,20024.0,-30712.0,,,56.6133333333333,92.4630815933333,4784.35,13359.7933333333,40.168
1983-01-01,651390.0,409112.0,176578.0,162689.0,76643.0,43652.0,37878.0,-16344.0,-23867.0,,,57.08,93.0282282233333,5219.8,14400.6133333333,39.904
1983-04-01,716106.0,382960.0,178146.0,211886.0,96969.0,56729.0,53275.0,-19559.0,-3.0,,,57.5566666666666,92.97964173,5285.19666666666,15167.4033333333,40.0327
1983-07-01,734683.0,409302.0,168291.0,180235.0,99448.0,39545.0,36887.0,8926.0,-11200.0,,,57.1,92.9001716299999,5575.40666666666,16166.1366666666,40.131
1983-10-01,768900.0,410045.0,168536.0,221891.0,127869.0,48377.0,38849.0,30423.0,-36000.0,,,56.61,92.91680663,5669.25,16944.2333333333,40.193
1984-01-01,728835.0,443973.0,190013.0,176748.0,94728.0,38407.0,40325.0,-24385.0,-3136.0,,,56.4,93.2336043866666,6145.68,18198.9433333333,40.137
1984-04-01,799706.0,420008.0,189115.0,227952.0,115631.0,53425.0,54498.0,-7071.0,3569.0,,,57.2433333333333,94.6855923433333,6055.92333333333,18806.8933333333,39.7293
1984-07-01,806316.0,447100.0,189021.0,198126.0,117981.0,35246.0,42053.0,22503.0,-20047.0,,,57.4866666666666,94.7486893499999,6275.85333333333,19858.0633333333,39.189
1984-10-01,824734.0,444333.0,185044.0,224528.0,140928.0,35453.0,45265.0,24551.0,-16263.0,,,57.1466666666666,94.1645450566666,6321.41333333333,20657.71,39.3327
1985-01-01,770158.0,470928.0,201346.0,177537.0,97006.0,36188.0,41802.0,-10456.0,-6422.0,,,57.19,92.9791202299999,6776.27333333333,21926.84,39.314
1985-04-01,833615.0,441117.0,203491.0,215727.0,114395.0,42603.0,57429.0,2434.0,15711.0,,,56.93,91.38791005,6529.54,22655.8133333333,39.6943
1985-07-01,835102.0,467948.0,200090.0,192597.0,108683.0,35262.0,47091.0,3473.0,15790.0,,,57.0166666666666,90.0505157999999,6689.13333333333,23794.0133333333,40.3177
1985-10-01,872608.0,468537.0,200158.0,211195.0,126671.0,32847.0,50953.0,24035.0,10899.0,,,56.77,89.6606847766666,6977.70666666666,25026.13,39.9783
1986-01-01,848555.0,500520.0,212133.0,188015.0,102186.0,36890.0,47192.0,-29731.0,24156.0,,,56.7433333333333,91.9403592533333,7852.14333333333,26742.1066666666,39.2543
1986-04-01,913226.0,471247.0,217388.0,225032.0,117476.0,42575.0,65209.0,10178.0,15832.0,,,57.03,94.3337265366666,8291.53666666666,27386.1466666666,38.3733
1986-07-01,937985.0,508192.0,201499.0,224649.0,132074.0,39879.0,49990.0,-6466.0,29785.0,,,57.7033333333333,93.9795316466666,9239.35,28970.3,37.4173
1986-10-01,992935.0,509368.0,206056.0,260583.0,159462.0,42257.0,56075.0,1190.0,30405.0,,,58.0233333333333,93.7180416966666,10313.9166666666,30641.0133333333,36.3073
1987-01-01,959884.0,554135.0,226161.0,230525.0,128847.0,47089.0,50275.0,-30404.0,34158.0,,,57.2,92.0536955133333,11778.16,32903.3033333333,34.9567
1987-04-01,1043361.0,526943.0,233997.0,275608.0,152902.0,51698.0,68849.0,12161.0,18341.0,,,57.08,92.6301330833333,12540.63,34298.2133333333,32.176
1987-07-01,1065644.0,562734.0,231170.0,270452.0,173696.0,36023.0,59859.0,3238.0,23354.0,,,58.1533333333333,93.21221048,13333.1933333333,35709.17,30.2793
1987-10-01,1094662.0,574165.0,236599.0,301463.0,190674.0,44633.0,63520.0,66587.0,-52298.0,,,58.2366666666666,91.7296132666666,14613.9166666666,37595.49,29.547
1988-01-01,1043481.0,618313.0,244688.0,265291.0,155827.0,44460.0,63250.0,67558.0,-107463.0,,,57.48,89.4872175533333,15775.89,39908.5633333333,28.6103
1988-04-01,1118408.0,597983.0,251678.0,319772.0,179096.0,54029.0,86798.0,31015.0,-36214.0,,,57.81,89.8085962233333,16476.1433333333,41259.9466666666,28.647
1988-07-01,1149845.0,650271.0,252117.0,310172.0,197663.0,40233.0,72129.0,64873.0,-83144.0,,,58.8766666666666,91.5638501733333,17383.4366666666,43715.5833333333,28.7317
1988-10-01,1185893.0,664700.0,255466.0,342098.0,217760.0,45758.0,77763.0,35081.0,-55871.0,,,59.4766666666666,91.6942378833333,18372.9566666666,45358.2633333333,28.3647
1989-01-01,1138333.0,699530.0,268534.0,307351.0,182871.0,50086.0,72674.0,13240.0,-71878.0,,,59.7366666666666,91.9969247866666,20099.53,48386.25,27.65
1989-04-01,1221465.0,691559.0,275576.0,360478.0,205772.0,55829.0,100555.0,39609.0,-80847.0,,,60.7866666666666,93.6317093399999,18957.49,50568.38,26.27
1989-07-01,1250117.0,748528.0,299578.0,359757.0,218974.0,52440.0,87941.0,12225.0,-89845.0,,,61.4133333333333,93.2649400199999,18686.71,52082.48,25.739
1989-10-01,1279992.0,752219.0,297728.0,379324.0,225831.0,59116.0,93501.0,36014.0,-98443.0,,,62.0233333333333,91.4978148833333,19349.9466666666,53964.5266666666,25.969
1990-01-01,1222797.0,792898.0,314869.0,348976.0,183103.0,74262.0,88463.0,1318.0,-142833.0,,,61.7233333333333,90.6464707799999,20617.8366666666,56867.72,26.1837
1990-04-01,1270934.0,757555.0,322063.0,385339.0,178709.0,82729.0,125872.0,19801.0,-133444.0,,,62.97,91.2846483633333,18504.7733333333,56813.9633333333,26.9077
